,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Top5Budget
2365,2000-01,22/04/01,Alaves,Malaga,1,2,A,0,1,A,False
2366,2000-01,22/04/01,Espanol,Santander,3,0,H,1,0,H,False
2367,2000-01,22/04/01,Las Palmas,Numancia,1,1,D,0,1,A,False
2368,2000-01,22/04/01,Osasuna,Barcelona,3,1,H,2,1,H,False
2369,2000-01,22/04/01,Oviedo,Valencia,0,0,D,0,0,D,False
2370,2000-01,22/04/01,Sociedad,Valladolid,3,1,H,2,0,H,False
2371,2000-01,22/04/01,Vallecano,Ath Bilbao,1,2,A,0,1,A,False
2372,2000-01,22/04/01,Villarreal,Mallorca,2,2,D,2,0,H,False
2373,2000-01,22/04/01,Zaragoza,Real Madrid,2,3,A,1,2,A,False
2374,2000-01,28/04/01,Real Madrid,Osasuna,1,1,D,0,1,A,True
2375,2000-01,28/04/01,Valencia,Valladolid,1,0,H,0,0,D,True
2376,2000-01,29/04/01,Ath Bilbao,Alaves,2,0,H,0,0,D,False
2377,2000-01,29/04/01,Barcelona,Celta,1,1,D,1,1,D,True
2378,2000-01,29/04/01,La Coruna,Espanol,1,0,H,1,0,H,False
2379,2000-01,29/04/01,Las Palmas,Sociedad,2,1,H,1,0,H,False
2380,2000-01,29/04/01,Malaga,Oviedo,2,2,D,1,1,D,False
2381,2000-01,29/04/01,Mallorca,Zaragoza,2,1,H,2,0,H,False
2382,2000-01,29/04/01,Numancia,Villarreal,1,3,A,0,0,D,False
2383,2000-01,29/04/01,Santander,Vallecano,1,1,D,1,1,D,False
2384,2000-01,5/5/2001,Celta,Real Madrid,3,0,H,2,0,H,False
2385,2000-01,5/5/2001,Espanol,Barcelona,0,0,D,0,0,D,False
2386,2000-01,5/5/2001,Sociedad,Valencia,1,2,A,0,0,D,False
2387,2000-01,6/5/2001,Alaves,Santander,5,1,H,2,0,H,False
2388,2000-01,6/5/2001,Osasuna,Mallorca,1,0,H,0,0,D,False
2389,2000-01,6/5/2001,Oviedo,Ath Bilbao,5,0,H,3,0,H,False
2390,2000-01,6/5/2001,Vallecano,La Coruna,1,1,D,0,0,D,False
2391,2000-01,6/5/2001,Valladolid,Malaga,0,0,D,0,0,D,False
2392,2000-01,6/5/2001,Villarreal,Las Palmas,2,1,H,1,0,H,False
2393,2000-01,6/5/2001,Zaragoza,Numancia,3,1,H,2,0,H,False
2394,2000-01,11/5/2001,La Coruna,Alaves,2,1,H,1,1,D,False
2395,2000-01,12/5/2001,Villarreal,Sociedad,1,3,A,1,1,D,False
2396,2000-01,13/05/01,Ath Bilbao,Valladolid,1,1,D,1,1,D,False
2397,2000-01,13/05/01,Barcelona,Vallecano,5,1,H,1,1,D,True
2398,2000-01,13/05/01,Las Palmas,Zaragoza,2,1,H,0,1,A,False
2399,2000-01,13/05/01,Malaga,Valencia,3,0,H,2,0,H,False
2400,2000-01,13/05/01,Mallorca,Celta,2,0,H,0,0,D,False
2401,2000-01,13/05/01,Numancia,Osasuna,1,0,H,1,0,H,False
2402,2000-01,13/05/01,Real Madrid,Espanol,2,2,D,1,0,H,True
2403,2000-01,13/05/01,Santander,Oviedo,2,0,H,1,0,H,False
2404,2000-01,18/05/01,Valencia,Ath Bilbao,1,0,H,0,0,D,True
2405,2000-01,19/05/01,Alaves,Barcelona,0,1,A,0,1,A,False
2406,2000-01,20/05/01,Celta,Numancia,1,1,D,0,0,D,False
2407,2000-01,20/05/01,Espanol,Mallorca,0,1,A,0,1,A,False
2408,2000-01,20/05/01,Osasuna,Las Palmas,3,3,D,1,1,D,False
2409,2000-01,20/05/01,Oviedo,La Coruna,2,3,A,0,2,A,False
2410,2000-01,20/05/01,Sociedad,Malaga,4,0,H,2,0,H,False
2411,2000-01,20/05/01,Vallecano,Real Madrid,0,1,A,0,1,A,False
2412,2000-01,20/05/01,Valladolid,Santander,1,1,D,1,0,H,False
2413,2000-01,20/05/01,Zaragoza,Villarreal,0,0,D,0,0,D,False
2414,2000-01,26/05/01,Las Palmas,Celta,0,1,A,0,0,D,False
2415,2000-01,26/05/01,Real Madrid,Alaves,5,0,H,2,0,H,True
2416,2000-01,27/05/01,Ath Bilbao,Malaga,1,3,A,0,1,A,False
2417,2000-01,27/05/01,Barcelona,Oviedo,0,1,A,0,0,D,True
2418,2000-01,27/05/01,La Coruna,Valladolid,1,2,A,0,1,A,False
2419,2000-01,27/05/01,Mallorca,Vallecano,4,0,H,3,0,H,False
2420,2000-01,27/05/01,Numancia,Espanol,2,1,H,1,1,D,False
2421,2000-01,27/05/01,Santander,Valencia,1,1,D,0,0,D,False
2422,2000-01,27/05/01,Villarreal,Osasuna,2,0,H,1,0,H,False
2423,2000-01,27/05/01,Zaragoza,Sociedad,1,1,D,1,1,D,False
2424,2000-01,10/6/2001,Alaves,Mallorca,2,4,A,1,1,D,False
2425,2000-01,10/6/2001,Ath Bilbao,Sociedad,1,3,A,0,2,A,False
2426,2000-01,10/6/2001,Celta,Villarreal,1,0,H,0,0,D,False
2427,2000-01,10/6/2001,Espanol,Las Palmas,3,2,H,3,1,H,False
2428,2000-01,10/6/2001,Malaga,Santander,2,1,H,1,0,H,False
2429,2000-01,10/6/2001,Osasuna,Zaragoza,1,0,H,0,0,D,False
2430,2000-01,10/6/2001,Oviedo,Real Madrid,1,1,D,1,1,D,False
2431,2000-01,10/6/2001,Vallecano,Numancia,2,1,H,1,1,D,False
2432,2000-01,10/6/2001,Valencia,La Coruna,0,1,A,0,0,D,True
2433,2000-01,10/6/2001,Valladolid,Barcelona,2,2,D,0,1,A,False
2434,2000-01,16/06/01,Las Palmas,Vallecano,1,0,H,1,0,H,False
2435,2000-01,16/06/01,Numancia,Alaves,2,1,H,1,0,H,False
2436,2000-01,16/06/01,Santander,Ath Bilbao,3,0,H,0,0,D,False
2437,2000-01,16/06/01,Villarreal,Espanol,4,0,H,2,0,H,False
2438,2000-01,17/06/01,Barcelona,Valencia,3,2,H,2,1,H,True
2439,2000-01,17/06/01,La Coruna,Malaga,4,0,H,1,0,H,False
2440,2000-01,17/06/01,Mallorca,Oviedo,4,2,H,1,0,H,False
2441,2000-01,17/06/01,Real Madrid,Valladolid,2,1,H,1,0,H,True
2442,2000-01,17/06/01,Sociedad,Osasuna,0,1,A,0,1,A,False
2443,2000-01,17/06/01,Zaragoza,Celta,1,1,D,0,0,D,False
2444,2001-02,25/08/01,Valencia,Real Madrid,1,0,H,1,0,H,True
2445,2001-02,26/08/01,La Coruna,Valladolid,4,0,H,1,0,H,False
2446,2001-02,26/08/01,Espanol,Zaragoza,2,1,H,1,1,D,False
2447,2001-02,26/08/01,Malaga,Betis,3,2,H,1,1,D,False
2448,2001-02,26/08/01,Mallorca,Las Palmas,0,3,A,0,1,A,False
2449,2001-02,26/08/01,Osasuna,Celta,0,3,A,0,1,A,False
2450,2001-02,26/08/01,Sociedad,Ath Bilbao,1,3,A,1,1,D,False
2451,2001-02,26/08/01,Vallecano,Villarreal,1,2,A,1,2,A,False
2452,2001-02,26/08/01,Sevilla,Barcelona,1,2,A,0,1,A,True
2453,2001-02,26/08/01,Tenerife,Alaves,0,2,A,0,1,A,False
2454,2001-02,8/9/2001,Ath Bilbao,Mallorca,0,1,A,0,0,D,False
2455,2001-02,8/9/2001,Las Palmas,La Coruna,0,1,A,0,0,D,False
2456,2001-02,8/9/2001,Real Madrid,Malaga,1,1,D,1,0,H,True
2457,2001-02,8/9/2001,Villarreal,Osasuna,3,0,H,1,0,H,False
2458,2001-02,9/9/2001,Alaves,Sociedad,2,0,H,1,0,H,False
2459,2001-02,9/9/2001,Barcelona,Vallecano,1,1,D,0,0,D,True
2460,2001-02,9/9/2001,Betis,Espanol,2,0,H,2,0,H,False
2461,2001-02,9/9/2001,Celta,Tenerife,3,0,H,2,0,H,False
2462,2001-02,9/9/2001,Valladolid,Valencia,1,1,D,1,0,H,False
2463,2001-02,9/9/2001,Zaragoza,Sevilla,1,1,D,0,0,D,False
2464,2001-02,15/09/01,Betis,Real Madrid,3,1,H,1,1,D,False
2465,2001-02,15/09/01,La Coruna,Ath Bilbao,1,2,A,0,1,A,False
2466,2001-02,15/09/01,Mallorca,Alaves,0,0,D,0,0,D,False
2467,2001-02,15/09/01,Osasuna,Barcelona,0,0,D,0,0,D,False
2468,2001-02,16/09/01,Espanol,Sevilla,2,3,A,1,1,D,False
2469,2001-02,16/09/01,Malaga,Valladolid,1,2,A,0,1,A,False
2470,2001-02,16/09/01,Sociedad,Celta,0,0,D,0,0,D,False
2471,2001-02,16/09/01,Vallecano,Zaragoza,1,2,A,1,0,H,False
2472,2001-02,16/09/01,Tenerife,Villarreal,2,0,H,1,0,H,False
2473,2001-02,16/09/01,Valencia,Las Palmas,1,0,H,0,0,D,True
2474,2001-02,22/09/01,Alaves,La Coruna,2,3,A,0,1,A,False
2475,2001-02,22/09/01,Barcelona,Tenerife,2,0,H,1,0,H,True
2476,2001-02,22/09/01,Las Palmas,Malaga,0,0,D,0,0,D,False
2477,2001-02,22/09/01,Real Madrid,Espanol,5,1,H,3,0,H,True
2478,2001-02,22/09/01,Villarreal,Sociedad,1,0,H,0,0,D,False
2479,2001-02,23/09/01,Ath Bilbao,Valencia,2,2,D,0,1,A,False
2480,2001-02,23/09/01,Celta,Mallorca,2,0,H,1,0,H,False
2481,2001-02,23/09/01,Sevilla,Vallecano,2,1,H,0,1,A,True
2482,2001-02,23/09/01,Valladolid,Betis,0,2,A,0,0,D,False
2483,2001-02,23/09/01,Zaragoza,Osasuna,0,1,A,0,1,A,False
2484,2001-02,29/09/01,Espanol,Vallecano,3,1,H,1,0,H,False
2485,2001-02,29/09/01,Malaga,Ath Bilbao,1,2,A,0,1,A,False
2486,2001-02,29/09/01,Real Madrid,Valladolid,2,2,D,2,1,H,True
2487,2001-02,29/09/01,Sociedad,Barcelona,0,2,A,0,1,A,False
2488,2001-02,30/09/01,Betis,Las Palmas,1,0,H,0,0,D,False
2489,2001-02,30/09/01,La Coruna,Celta,2,2,D,0,1,A,False
2490,2001-02,30/09/01,Mallorca,Villarreal,0,1,A,0,1,A,False
2491,2001-02,30/09/01,Osasuna,Sevilla,1,0,H,0,0,D,False
2492,2001-02,30/09/01,Tenerife,Zaragoza,0,0,D,0,0,D,False
2493,2001-02,30/09/01,Valencia,Alaves,0,0,D,0,0,D,True
2494,2001-02,3/10/2001,Alaves,Malaga,1,0,H,0,0,D,False
2495,2001-02,3/10/2001,Ath Bilbao,Betis,0,0,D,0,0,D,False
2496,2001-02,3/10/2001,Barcelona,Mallorca,3,0,H,3,0,H,True
2497,2001-02,3/10/2001,Las Palmas,Real Madrid,4,2,H,2,2,D,False
2498,2001-02,3/10/2001,Vallecano,Osasuna,0,1,A,0,1,A,False
2499,2001-02,3/10/2001,Sevilla,Tenerife,2,0,H,1,0,H,True
2500,2001-02,3/10/2001,Valladolid,Espanol,0,1,A,0,1,A,False
2501,2001-02,3/10/2001,Villarreal,La Coruna,1,1,D,1,0,H,False
2502,2001-02,3/10/2001,Zaragoza,Sociedad,3,2,H,1,1,D,False
2503,2001-02,4/10/2001,Celta,Valencia,1,1,D,0,1,A,False
2504,2001-02,6/10/2001,La Coruna,Barcelona,2,1,H,0,1,A,False
2505,2001-02,6/10/2001,Real Madrid,Ath Bilbao,2,0,H,0,0,D,True
2506,2001-02,7/10/2001,Betis,Alaves,1,0,H,0,0,D,False
2507,2001-02,7/10/2001,Espanol,Osasuna,1,1,D,0,0,D,False
2508,2001-02,7/10/2001,Malaga,Celta,2,2,D,2,0,H,False
2509,2001-02,7/10/2001,Mallorca,Zaragoza,0,1,A,0,0,D,False
2510,2001-02,7/10/2001,Sociedad,Sevilla,3,3,D,2,0,H,False
2511,2001-02,7/10/2001,Tenerife,Vallecano,3,1,H,1,1,D,False
2512,2001-02,7/10/2001,Valencia,Villarreal,1,0,H,1,0,H,True
2513,2001-02,7/10/2001,Valladolid,Las Palmas,1,0,H,1,0,H,False
2514,2001-02,13/10/01,Alaves,Real Madrid,0,0,D,0,0,D,False
2515,2001-02,13/10/01,Sevilla,Mallorca,2,2,D,2,2,D,True
2516,2001-02,13/10/01,Zaragoza,La Coruna,1,2,A,0,1,A,False
2517,2001-02,14/10/01,Ath Bilbao,Valladolid,1,4,A,0,2,A,False
2518,2001-02,14/10/01,Barcelona,Valencia,2,2,D,1,1,D,True
2519,2001-02,14/10/01,Celta,Betis,3,1,H,2,0,H,False
2520,2001-02,14/10/01,Las Palmas,Espanol,2,0,H,0,0,D,False
2521,2001-02,14/10/01,Osasuna,Tenerife,0,2,A,0,0,D,False
2522,2001-02,14/10/01,Vallecano,Sociedad,2,1,H,1,1,D,False
2523,2001-02,14/10/01,Villarreal,Malaga,1,2,A,1,1,D,False
2524,2001-02,20/10/01,Betis,Villarreal,1,1,D,0,1,A,False
2525,2001-02,20/10/01,La Coruna,Sevilla,1,0,H,1,0,H,False
2526,2001-02,20/10/01,Las Palmas,Ath Bilbao,1,1,D,0,1,A,False
2527,2001-02,20/10/01,Malaga,Barcelona,1,1,D,0,0,D,False
2528,2001-02,20/10/01,Sociedad,Osasuna,2,1,H,0,1,A,False
2529,2001-02,21/10/01,Espanol,Tenerife,2,0,H,2,0,H,False
2530,2001-02,21/10/01,Mallorca,Vallecano,3,0,H,1,0,H,False
2531,2001-02,21/10/01,Real Madrid,Celta,1,1,D,1,1,D,True
2532,2001-02,21/10/01,Valencia,Zaragoza,2,0,H,1,0,H,True
2533,2001-02,21/10/01,Valladolid,Alaves,1,3,A,0,2,A,False
2534,2001-02,27/10/01,Barcelona,Betis,3,0,H,1,0,H,True
2535,2001-02,27/10/01,Osasuna,Mallorca,4,0,H,2,0,H,False
2536,2001-02,27/10/01,Vallecano,La Coruna,2,1,H,0,0,D,False
2537,2001-02,27/10/01,Tenerife,Sociedad,0,1,A,0,1,A,False
2538,2001-02,27/10/01,Villarreal,Real Madrid,2,3,A,1,0,H,False
2539,2001-02,28/10/01,Alaves,Las Palmas,1,0,H,1,0,H,False
2540,2001-02,28/10/01,Ath Bilbao,Espanol,1,1,D,1,0,H,False
2541,2001-02,28/10/01,Celta,Valladolid,1,1,D,0,0,D,False
2542,2001-02,28/10/01,Sevilla,Valencia,1,1,D,0,1,A,True
2543,2001-02,28/10/01,Zaragoza,Malaga,0,2,A,0,1,A,False
2544,2001-02,3/11/2001,Ath Bilbao,Alaves,2,1,H,2,0,H,False
2545,2001-02,4/11/2001,Betis,Zaragoza,0,1,A,0,0,D,False
2546,2001-02,4/11/2001,La Coruna,Osasuna,5,1,H,4,1,H,False
2547,2001-02,4/11/2001,Espanol,Sociedad,1,2,A,1,1,D,False
2548,2001-02,4/11/2001,Las Palmas,Celta,4,2,H,3,1,H,False
2549,2001-02,4/11/2001,Malaga,Sevilla,1,3,A,1,1,D,False
2550,2001-02,4/11/2001,Mallorca,Tenerife,2,0,H,1,0,H,False
2551,2001-02,4/11/2001,Real Madrid,Barcelona,2,0,H,1,0,H,True
2552,2001-02,4/11/2001,Valencia,Vallecano,2,1,H,1,1,D,True
2553,2001-02,4/11/2001,Valladolid,Villarreal,1,0,H,1,0,H,False
2554,2001-02,10/11/2001,Sevilla,Betis,0,0,D,0,0,D,True
2555,2001-02,11/11/2001,Alaves,Espanol,2,1,H,1,1,D,False
2556,2001-02,11/11/2001,Barcelona,Valladolid,4,0,H,2,0,H,True
2557,2001-02,11/11/2001,Celta,Ath Bilbao,2,3,A,1,0,H,False
2558,2001-02,11/11/2001,Osasuna,Valencia,0,0,D,0,0,D,False
2559,2001-02,11/11/2001,Sociedad,Mallorca,1,2,A,0,0,D,False
2560,2001-02,11/11/2001,Vallecano,Malaga,3,0,H,2,0,H,False
2561,2001-02,11/11/2001,Tenerife,La Coruna,3,1,H,1,1,D,False
2562,2001-02,11/11/2001,Villarreal,Las Palmas,2,0,H,1,0,H,False
2563,2001-02,11/11/2001,Zaragoza,Real Madrid,2,1,H,1,0,H,False
2564,2001-02,17/11/01,La Coruna,Sociedad,3,1,H,1,1,D,False
2565,2001-02,17/11/01,Las Palmas,Barcelona,0,0,D,0,0,D,False
2566,2001-02,17/11/01,Real Madrid,Sevilla,2,1,H,1,0,H,True
2567,2001-02,18/11/01,Alaves,Celta,1,0,H,1,0,H,False
2568,2001-02,18/11/01,Ath Bilbao,Villarreal,0,0,D,0,0,D,False
2569,2001-02,18/11/01,Betis,Vallecano,2,0,H,0,0,D,False
2570,2001-02,18/11/01,Espanol,Mallorca,2,1,H,1,1,D,False
2571,2001-02,18/11/01,Malaga,Osasuna,2,1,H,2,0,H,False
2572,2001-02,18/11/01,Valencia,Tenerife,0,0,D,0,0,D,True
2573,2001-02,18/11/01,Valladolid,Zaragoza,2,0,H,1,0,H,False
2574,2001-02,24/11/01,Barcelona,Ath Bilbao,1,2,A,0,1,A,True
2575,2001-02,25/11/01,Celta,Espanol,4,1,H,2,1,H,False
2576,2001-02,25/11/01,Mallorca,La Coruna,4,1,H,2,1,H,False
2577,2001-02,25/11/01,Osasuna,Betis,1,2,A,0,0,D,False
2578,2001-02,25/11/01,Sociedad,Valencia,2,0,H,1,0,H,False
2579,2001-02,25/11/01,Vallecano,Real Madrid,0,3,A,0,2,A,False
2580,2001-02,25/11/01,Sevilla,Valladolid,4,0,H,1,0,H,True
2581,2001-02,25/11/01,Tenerife,Malaga,1,0,H,0,0,D,False
2582,2001-02,25/11/01,Villarreal,Alaves,1,0,H,1,0,H,False
2583,2001-02,25/11/01,Zaragoza,Las Palmas,2,1,H,1,0,H,False
2584,2001-02,1/12/2001,Alaves,Barcelona,2,0,H,1,0,H,False
2585,2001-02,1/12/2001,Espanol,La Coruna,1,0,H,0,0,D,False
2586,2001-02,1/12/2001,Real Madrid,Osasuna,2,1,H,2,0,H,True
2587,2001-02,1/12/2001,Valencia,Mallorca,1,1,D,0,1,A,True
2588,2001-02,2/12/2001,Ath Bilbao,Zaragoza,2,1,H,1,0,H,False
2589,2001-02,2/12/2001,Betis,Tenerife,1,0,H,0,0,D,False
2590,2001-02,2/12/2001,Celta,Villarreal,3,1,H,1,0,H,False
2591,2001-02,2/12/2001,Las Palmas,Sevilla,1,0,H,0,0,D,False
2592,2001-02,2/12/2001,Malaga,Sociedad,1,0,H,1,0,H,False
2593,2001-02,2/12/2001,Valladolid,Vallecano,3,1,H,2,1,H,False
2594,2001-02,8/12/2001,Sevilla,Ath Bilbao,3,3,D,0,0,D,True
2595,2001-02,8/12/2001,Tenerife,Real Madrid,0,2,A,0,1,A,False
2596,2001-02,9/12/2001,Barcelona,Celta,2,2,D,1,0,H,True
2597,2001-02,9/12/2001,La Coruna,Valencia,1,0,H,0,0,D,False
2598,2001-02,9/12/2001,Mallorca,Malaga,1,1,D,1,1,D,False
2599,2001-02,9/12/2001,Osasuna,Valladolid,1,0,H,0,0,D,False
2600,2001-02,9/12/2001,Sociedad,Betis,0,0,D,0,0,D,False
2601,2001-02,9/12/2001,Vallecano,Las Palmas,0,0,D,0,0,D,False
2602,2001-02,9/12/2001,Villarreal,Espanol,1,1,D,1,1,D,False
2603,2001-02,9/12/2001,Zaragoza,Alaves,0,2,A,0,1,A,False
2604,2001-02,15/12/01,Espanol,Valencia,2,3,A,2,0,H,False
2605,2001-02,15/12/01,Las Palmas,Osasuna,1,1,D,0,1,A,False
2606,2001-02,15/12/01,Real Madrid,Sociedad,3,1,H,1,1,D,True
2607,2001-02,16/12/01,Alaves,Sevilla,0,1,A,0,0,D,False
2608,2001-02,16/12/01,Ath Bilbao,Vallecano,1,1,D,0,0,D,False
2609,2001-02,16/12/01,Betis,Mallorca,1,0,H,1,0,H,False
2610,2001-02,16/12/01,Celta,Zaragoza,2,0,H,1,0,H,False
2611,2001-02,16/12/01,Malaga,La Coruna,1,1,D,1,0,H,False
2612,2001-02,16/12/01,Valladolid,Tenerife,0,0,D,0,0,D,False
2613,2001-02,16/12/01,Villarreal,Barcelona,0,1,A,0,1,A,False
2614,2001-02,22/12/01,La Coruna,Betis,2,0,H,1,0,H,False
2615,2001-02,22/12/01,Espanol,Barcelona,2,0,H,0,0,D,False
2616,2001-02,22/12/01,Sociedad,Valladolid,6,0,H,1,0,H,False
2617,2001-02,22/12/01,Sevilla,Celta,0,1,A,0,0,D,True
2618,2001-02,22/12/01,Tenerife,Las Palmas,1,3,A,0,1,A,False
2619,2001-02,22/12/01,Valencia,Malaga,2,1,H,2,1,H,True
2620,2001-02,23/12/01,Mallorca,Real Madrid,1,1,D,0,0,D,False
2621,2001-02,23/12/01,Osasuna,Ath Bilbao,0,1,A,0,0,D,False
2622,2001-02,23/12/01,Zaragoza,Villarreal,3,2,H,2,0,H,False
2623,2001-02,5/1/2002,Celta,Vallecano,2,2,D,0,1,A,False
2624,2001-02,5/1/2002,Las Palmas,Sociedad,0,0,D,0,0,D,False
2625,2001-02,5/1/2002,Real Madrid,La Coruna,3,1,H,2,1,H,True
2626,2001-02,5/1/2002,Villarreal,Sevilla,0,2,A,0,1,A,False
2627,2001-02,6/1/2002,Alaves,Osasuna,0,2,A,0,0,D,False
2628,2001-02,6/1/2002,Ath Bilbao,Tenerife,1,2,A,0,0,D,False
2629,2001-02,6/1/2002,Barcelona,Zaragoza,2,0,H,1,0,H,True
2630,2001-02,6/1/2002,Betis,Valencia,1,3,A,1,2,A,False
2631,2001-02,6/1/2002,Malaga,Espanol,2,0,H,1,0,H,False
2632,2001-02,6/1/2002,Valladolid,Mallorca,2,1,H,1,0,H,False
2633,2001-02,12/1/2002,Ath Bilbao,Sociedad,2,1,H,1,1,D,False
2634,2001-02,12/1/2002,Villarreal,Vallecano,1,1,D,0,0,D,False
2635,2001-02,13/01/02,Alaves,Tenerife,1,0,H,1,0,H,False
2636,2001-02,13/01/02,Barcelona,Sevilla,3,1,H,1,1,D,True
2637,2001-02,13/01/02,Betis,Malaga,1,1,D,0,0,D,False
2638,2001-02,13/01/02,Celta,Osasuna,1,1,D,1,0,H,False
2639,2001-02,13/01/02,Las Palmas,Mallorca,3,1,H,1,0,H,False
2640,2001-02,13/01/02,Real Madrid,Valencia,1,0,H,0,0,D,True
2641,2001-02,13/01/02,Valladolid,La Coruna,3,0,H,2,0,H,False
2642,2001-02,13/01/02,Zaragoza,Espanol,0,0,D,0,0,D,False
2643,2001-02,19/01/02,Malaga,Real Madrid,1,1,D,1,0,H,False
2644,2001-02,19/01/02,Sociedad,Alaves,1,2,A,1,0,H,False
2645,2001-02,20/01/02,La Coruna,Las Palmas,1,0,H,0,0,D,False
2646,2001-02,20/01/02,Espanol,Betis,1,1,D,0,0,D,False
2647,2001-02,20/01/02,Mallorca,Ath Bilbao,3,0,H,1,0,H,False
2648,2001-02,20/01/02,Osasuna,Villarreal,2,2,D,2,1,H,False
2649,2001-02,20/01/02,Vallecano,Barcelona,2,1,H,1,0,H,False
2650,2001-02,20/01/02,Sevilla,Zaragoza,4,2,H,1,1,D,True
2651,2001-02,20/01/02,Tenerife,Celta,1,1,D,1,0,H,False
2652,2001-02,20/01/02,Valencia,Valladolid,1,2,A,1,2,A,True
2653,2001-02,23/01/02,Vallecano,Alaves,2,0,H,0,0,D,False
2654,2001-02,26/01/02,Celta,Sociedad,3,1,H,0,1,A,False
2655,2001-02,26/01/02,Las Palmas,Valencia,0,1,A,0,1,A,False
2656,2001-02,27/01/02,Alaves,Mallorca,0,4,A,0,2,A,False
2657,2001-02,27/01/02,Ath Bilbao,La Coruna,1,1,D,0,0,D,False
2658,2001-02,27/01/02,Barcelona,Osasuna,0,1,A,0,0,D,True
2659,2001-02,27/01/02,Real Madrid,Betis,1,1,D,1,0,H,True
2660,2001-02,27/01/02,Sevilla,Espanol,3,0,H,0,0,D,True
2661,2001-02,27/01/02,Valladolid,Malaga,0,0,D,0,0,D,False
2662,2001-02,27/01/02,Villarreal,Tenerife,2,1,H,2,0,H,False
2663,2001-02,27/01/02,Zaragoza,Vallecano,3,2,H,0,1,A,False
2664,2001-02,2/2/2002,La Coruna,Alaves,0,1,A,0,1,A,False
2665,2001-02,2/2/2002,Mallorca,Celta,0,1,A,0,1,A,False
2666,2001-02,2/2/2002,Sociedad,Villarreal,2,1,H,0,0,D,False
2667,2001-02,2/2/2002,Vallecano,Sevilla,2,1,H,2,1,H,False
2668,2001-02,2/2/2002,Tenerife,Barcelona,0,6,A,0,2,A,False
2669,2001-02,3/2/2002,Betis,Valladolid,2,0,H,1,0,H,False
2670,2001-02,3/2/2002,Espanol,Real Madrid,2,1,H,1,1,D,False
2671,2001-02,3/2/2002,Malaga,Las Palmas,1,1,D,0,1,A,False
2672,2001-02,3/2/2002,Osasuna,Zaragoza,0,0,D,0,0,D,False
2673,2001-02,3/2/2002,Valencia,Ath Bilbao,2,1,H,1,0,H,True
2674,2001-02,5/2/2002,Celta,La Coruna,0,2,A,0,1,A,False
2675,2001-02,6/2/2002,Alaves,Valencia,1,2,A,1,2,A,False
2676,2001-02,6/2/2002,Ath Bilbao,Malaga,3,2,H,2,1,H,False
2677,2001-02,6/2/2002,Barcelona,Sociedad,2,0,H,0,0,D,True
2678,2001-02,6/2/2002,Las Palmas,Betis,0,0,D,0,0,D,False
2679,2001-02,6/2/2002,Vallecano,Espanol,2,2,D,1,0,H,False
2680,2001-02,6/2/2002,Sevilla,Osasuna,0,0,D,0,0,D,True
2681,2001-02,6/2/2002,Valladolid,Real Madrid,2,1,H,0,0,D,False
2682,2001-02,6/2/2002,Villarreal,Mallorca,2,1,H,1,0,H,False
2683,2001-02,6/2/2002,Zaragoza,Tenerife,1,1,D,0,1,A,False
2684,2001-02,9/2/2002,Mallorca,Barcelona,0,0,D,0,0,D,False
2685,2001-02,9/2/2002,Valencia,Celta,0,0,D,0,0,D,True
2686,2001-02,10/2/2002,Betis,Ath Bilbao,1,1,D,1,1,D,False
2687,2001-02,10/2/2002,La Coruna,Villarreal,0,0,D,0,0,D,False
2688,2001-02,10/2/2002,Espanol,Valladolid,1,0,H,0,0,D,False
2689,2001-02,10/2/2002,Malaga,Alaves,1,0,H,0,0,D,False
2690,2001-02,10/2/2002,Osasuna,Vallecano,1,0,H,0,0,D,False
2691,2001-02,10/2/2002,Real Madrid,Las Palmas,7,0,H,3,0,H,True
2692,2001-02,10/2/2002,Sociedad,Zaragoza,3,1,H,2,0,H,False
2693,2001-02,10/2/2002,Tenerife,Sevilla,1,1,D,0,1,A,False
2694,2001-02,16/02/02,Ath Bilbao,Real Madrid,2,1,H,2,0,H,False
2695,2001-02,16/02/02,Barcelona,La Coruna,3,2,H,1,1,D,True
2696,2001-02,16/02/02,Villarreal,Valencia,1,1,D,0,0,D,False
2697,2001-02,17/02/02,Alaves,Betis,0,1,A,0,1,A,False
2698,2001-02,17/02/02,Celta,Malaga,0,0,D,0,0,D,False
2699,2001-02,17/02/02,Las Palmas,Valladolid,1,1,D,0,0,D,False
2700,2001-02,17/02/02,Osasuna,Espanol,1,1,D,0,1,A,False
2701,2001-02,17/02/02,Vallecano,Tenerife,2,0,H,0,0,D,False
2702,2001-02,17/02/02,Sevilla,Sociedad,0,1,A,0,0,D,True
2703,2001-02,17/02/02,Zaragoza,Mallorca,1,0,H,0,0,D,False
2704,2001-02,23/02/02,La Coruna,Zaragoza,1,0,H,1,0,H,False
2705,2001-02,23/02/02,Real Madrid,Alaves,3,1,H,1,1,D,True
2706,2001-02,23/02/02,Valencia,Barcelona,2,0,H,1,0,H,True
2707,2001-02,24/02/02,Betis,Celta,4,1,H,2,0,H,False
2708,2001-02,24/02/02,Espanol,Las Palmas,3,1,H,0,1,A,False
2709,2001-02,24/02/02,Malaga,Villarreal,2,1,H,1,0,H,False
2710,2001-02,24/02/02,Mallorca,Sevilla,0,4,A,0,1,A,False
2711,2001-02,24/02/02,Sociedad,Vallecano,2,2,D,1,0,H,False
